3.8384,6.1851,-2.0439,-0.033204,0
2.8521,9.171,-3.6461,-1.2047,0
5.2418,10.5388,-4.1174,-4.2797,0
-2.2623,12.1177,0.28846,-7.7581,0
0.55298,-3.4619,1.7048,1.1008,1
4.1542,7.2756,-2.4766,-1.2099,0
-1.7279,-6.841,8.9494,0.68058,1
-1.4454,-8.4385,8.8483,0.96894,1
4.5459,8.1674,-2.4586,-1.4621,0
-0.048008,-0.56078,7.7215,0.453,0
-1.8356,-6.7562,5.0585,-0.55044,1
-2.1234,1.1815,-0.55552,-0.81165,1
3.82,10.9279,-4.0112,-5.0284,0
0.66191,9.6594,-0.28819,-1.6638,0
1.7425,3.6833,-4.0129,-1.7207,1
2.4008,9.3593,-3.3565,-3.3526,0
-1.7063,2.7956,-2.378,-2.3491,1
-4.8392,6.6755,-0.24278,-6.5775,1
0.9297,-3.7971,4.6429,-0.2957,0
-1.6514,-8.4985,9.1122,1.2379,1
-0.63298,-5.1277,4.5624,1.4797,1
-0.0068919,9.2931,-0.41243,-1.9638,0
-2.8957,-12.0205,11.9149,-2.7552,1
3.2718,1.7837,2.1161,0.61334,0
2.1881,2.7356,1.3278,-0.1832,0
1.143,0.83391,5.4552,-0.56984,0
-2.0046,-0.49457,1.333,1.6543,1
3.4246,-0.14693,0.80342,0.29136,0
2.2123,-5.8395,7.7687,-0.85302,0
0.75108,1.9161,-3.1098,-0.20518,1
-2.3211,3.166,-1.0002,-2.7151,1
4.0552,-2.4583,2.2806,1.0323,0
3.106,9.5414,-4.2536,-4.003,0
5.6272,10.0857,-4.2931,-3.8142,0
0.64376,3.764,-4.4738,-4.0483,1
-1.7344,2.0175,7.7618,0.93532,0
2.1265,6.8783,0.44784,-2.2224,0
4.0948,-2.9674,2.3689,0.75429,0
-2.0042,-9.3676,9.3333,-0.10303,1
-0.95923,0.091039,6.2204,-1.4828,0
-2.3518,-4.8359,6.6479,-0.060358,1
4.1711,8.722,-3.0224,-0.59699,0
0.54777,10.3754,-1.5435,-4.1633,0
2.1526,-6.1665,8.0831,-0.34355,0
3.8999,1.734,1.6011,0.96765,0
-1.1193,10.7271,2.0938,-5.6504,0
1.1644,3.8095,-4.9408,-4.0909,1
3.5862,-3.0957,2.8093,0.24481,0
-0.37013,-5.554,4.7749,1.547,1
-1.8629,-0.84841,2.5377,0.097399,1
4.6054,-4.0765,2.7587,0.31981,0
2.6104,8.0081,-0.23592,-1.7608,0
-3.3458,-0.50491,2.6328,0.53705,1
3.8117,10.1457,-4.0463,-4.5629,0
-4.9462,3.5716,0.82742,-1.4957,1
-2.0759,10.8223,2.6439,-4.837,0
1.9105,8.871,-2.3386,-0.75604,0
-0.97325,-6.4168,5.6026,1.0323,1
-3.5713,-12.4922,14.8881,-0.47027,1
2.4235,9.5332,-3.0789,-2.7746,0
-4.0786,2.9239,0.87026,-0.65389,1
2.1059,7.6046,-0.47755,-1.8461,0
-3.3553,0.35591,2.6473,-0.37846,1
-2.0545,-10.8679,9.4926,-1.4116,1
-0.78289,11.3603,-0.37644,-7.0495,0
1.2746,8.8172,-1.5323,-1.7957,0
-1.2792,2.1376,-0.47584,-1.3974,1
4.364,-3.1039,2.3757,0.78532,0
0.66365,-0.045533,-0.18794,0.23447,1
1.8592,3.2074,-0.15966,-0.26208,0
0.49571,10.2243,-1.097,-4.0159,0
0.74054,0.36625,2.1992,0.48403,0
3.866,-2.6383,1.9242,0.10645,0
-2.6406,-4.4159,5.983,-0.13924,1
-4.4779,7.3708,-0.31218,-6.7754,1
3.6289,0.81322,1.6277,0.77627,0
1.2309,3.8923,-4.8277,-4.0069,1
3.5189,6.332,-1.7791,-0.020273,0
-1.3066,0.25244,0.7623,1.7758,1
3.534,9.3614,-3.6316,-1.2461,0
1.1472,3.5985,1.9387,-0.43406,0
4.0972,0.46972,1.6671,0.91593,0
1.941,0.46351,4.6472,1.0879,0
-6.5235,9.6014,-0.25392,-6.9642,1
0.98296,3.4226,-3.9692,-1.7116,1
3.9294,1.4112,1.8076,0.89782,0
0.01727,8.693,1.3989,-3.9668,0
2.9571,-4.5938,5.9068,0.57196,0
2.3136,10.6651,-3.5288,-4.7672,0
-3.6085,3.3253,-0.51954,-3.5737,1
-1.3971,3.3191,-1.3927,-1.9948,1
-1.0833,-0.31247,1.2815,0.41291,1
-0.062025,6.1975,1.099,-1.131,0
5.591,10.4643,-4.3839,-4.3379,0
1.8238,-6.7748,8.3873,-0.54139,0
0.89606,10.5471,-1.4175,-4.0327,0
-3.3125,0.10139,0.55323,-0.2957,1
4.0215,-2.7004,2.4957,0.36636,0
-3.0061,-12.2377,11.9552,-2.1603,1
3.4566,9.5228,-4.0112,-3.5944,0
